 4.55000	    92.23848	    91.17265	    90.05195
 4.55000	    91.31783	    91.70023	    89.72681
 4.55000	    91.19083	    90.88104	    90.15319
 4.55000	    91.47789	    90.56927	    89.86494
 4.55000	    91.11102	    91.47099	    90.25631
 4.55000	    92.60902	    91.07872	    90.38503
 4.55000	    92.17196	    91.43729	    89.62424
 4.55000	    92.08611	    91.04425	    89.91209
 4.55000	    91.52572	    91.04457	    90.77443
 4.55000	    91.09274	    91.72760	    88.97124
 4.55000	    91.88136	    91.99916	    90.64082
 4.55000	    92.39012	    91.43611	    91.22682
 4.55000	    92.16172	    90.97158	    90.15562
 4.55000	    92.35950	    91.07651	    90.35464
 4.55000	    91.68664	    91.56831	    89.62164
 4.55000	    90.97928	    91.41830	    90.27921
 4.55000	    91.39292	    91.60860	    89.54156
 4.55000	    92.13183	    91.06916	    90.03419
 4.55000	    91.66489	    91.06492	    89.29901
 4.55000	    91.84488	    91.02647	    89.59819
 4.55000	    90.82690	    90.83812	    89.94470
 4.55000	    91.82233	    90.93288	    89.73109
 4.55000	    91.26907	    91.84748	    89.84065
 4.55000	    91.96073	    91.93287	    89.80344
 4.55000	    91.73454	    91.05251	    89.51659
 4.55000	    91.79702	    90.92324	    89.54530
 4.55000	    91.47731	    90.67771	    89.80826
 4.55000	    91.19012	    90.92661	    90.15327
 4.55000	    92.42300	    90.70150	    91.22575
 4.55000	    91.95575	    90.85062	    89.91292
 4.55000	    91.29571	    91.63699	    89.40646
 4.55000	    91.45031	    90.50202	    90.47288
 4.55000	    91.37594	    90.88181	    89.09082
 4.55000	    91.32992	    90.56759	    89.96112
 4.55000	    90.79507	    90.77913	    89.52288
 4.55000	    90.71577	    91.30801	    89.42474
 4.55000	    90.97284	    91.83668	    90.28121
 4.55000	    91.46004	    90.60699	    89.79582
 4.55000	    91.97321	    91.63366	    91.41855
 4.55000	    90.87511	    90.75294	    89.93864
 4.55000	    91.66720	    91.05019	    90.75150
 4.55000	    91.59212	    90.79225	    89.43280
 4.55000	    91.23590	    90.82714	    90.25940
 4.55000	    91.16777	    90.86206	    90.14043
 4.55000	    92.43014	    91.24246	    90.21448
 4.55000	    91.69173	    91.00311	    90.76923
 4.55000	    92.02790	    92.02454	    90.11620
 4.55000	    92.00673	    90.79098	    89.85985
 4.55000	    91.31801	    88.33561	    89.94786
 4.55000	    92.43622	    91.40823	    91.21090
 4.55000	    92.33683	    90.42490	    90.65100
 4.55000	    91.98977	    91.02647	    89.82449
 4.55000	    90.67190	    91.05238	    89.32253
 4.55000	    91.04989	    90.80103	    89.21834
 4.55000	    91.18893	    90.63483	    90.41037
 4.55000	    92.17751	    92.06520	    90.26981
 4.55000	    92.04086	    91.14127	    89.84397
 4.55000	    91.01847	    91.10486	    90.18747
 4.55000	    91.57831	    91.17272	    90.83524
 4.55000	    91.47614	    90.66487	    89.70267
 4.55000	    91.57961	    91.56995	    89.34037
 4.55000	    92.36425	    91.01685	    90.42184
 4.55000	    91.97578	    90.96777	    89.77393
 4.55000	    90.50140	    91.83968	    89.88776
 4.55000	    92.25394	    91.02530	    90.18020
 4.55000	    91.95692	    92.14210	    90.85722
 4.55000	    91.93805	    91.66508	    91.48924
 4.55000	    91.92779	    92.02927	    90.50838
 4.55000	    91.06226	    91.78402	    89.60645
 4.55000	    91.41764	    91.67440	    90.54347
 4.55000	    91.25442	    91.48088	    90.31949
 4.55000	    91.80129	    92.01826	    90.84135
 4.55000	    91.20470	    91.29256	    90.49570
 4.55000	    91.53741	    92.25267	    90.21777
 4.55000	    91.73766	    91.16652	    91.00895
 4.55000	    92.36539	    91.12802	    91.18678
 4.55000	    91.23164	    90.77937	    90.19414
 4.55000	    91.26823	    91.26575	    90.61389
 4.55000	    92.66750	    91.72984	    89.74775
 4.55000	    91.60481	    90.93597	    90.71923
 4.55000	    91.45960	    91.65248	    89.67538
 4.55000	    91.74503	    91.64483	    89.78374
 4.55000	    90.69392	    91.27554	    89.50571
 4.55000	    91.40990	    90.61867	    90.04657
 4.55000	    91.96595	    90.70385	    89.90549
 4.55000	    91.80099	    92.01871	    90.84733
 4.55000	    91.57147	    90.65334	    89.77700
 4.55000	    90.92960	    90.91788	    89.26735
 4.55000	    91.67839	    90.94418	    89.38641
 4.55000	    92.42200	    91.24610	    90.17701
 4.55000	    91.43243	    90.94026	    89.08637
 4.55000	    91.12474	    90.71882	    89.22809
 4.55000	    91.81166	    91.56902	    91.39932
 4.55000	    91.24352	    90.73468	    90.20705
 4.55000	    91.44112	    90.97340	    89.15769
 4.55000	    90.63031	    91.23540	    89.63918
 4.55000	    92.44931	    90.66763	    91.08089
 4.55000	    92.20045	    91.55918	    89.77779
 4.55000	    91.92840	    91.98791	    90.29188
 4.55000	    91.30472	    91.67612	    89.48635
 4.55000	    91.55159	    91.61903	    89.68642
