 0.10000	  100000
 0.11000	   99893
 0.12000	   99798
 0.13000	   99698
 0.14000	   99603
 0.15000	   99492
 0.16000	   99395
 0.17000	   99316
 0.18000	   99208
 0.19000	   99104
 0.20000	   99002
 0.21000	   98876
 0.22000	   98764
 0.23000	   98653
 0.24000	   98557
 0.25000	   98466
 0.26000	   98364
 0.27000	   98259
 0.28000	   98149
 0.29000	   98040
 0.30000	   97928
 0.31000	   97823
 0.32000	   97714
 0.33000	   97624
 0.34000	   97538
 0.35000	   97426
 0.36000	   97330
 0.37000	   97224
 0.38000	   97109
 0.39000	   96990
 0.40000	   96905
 0.41000	   96808
 0.42000	   96701
 0.43000	   96614
 0.44000	   96530
 0.45000	   96433
 0.46000	   96324
 0.47000	   96221
 0.48000	   96124
 0.49000	   96029
 0.50000	   95925
 0.51000	   95822
 0.52000	   95717
 0.53000	   95626
 0.54000	   95542
 0.55000	   95448
 0.56000	   95331
 0.57000	   95229
 0.58000	   95125
 0.59000	   95020
 0.60000	   94915
 0.61000	   94819
 0.62000	   94711
 0.63000	   94604
 0.64000	   94509
 0.65000	   94413
 0.66000	   94301
 0.67000	   94183
 0.68000	   94093
 0.69000	   94003
 0.70000	   93908
 0.71000	   93802
 0.72000	   93690
 0.73000	   93586
 0.74000	   93504
 0.75000	   93390
 0.76000	   93291
 0.77000	   93197
 0.78000	   93101
 0.79000	   92984
 0.80000	   92871
 0.81000	   92779
 0.82000	   92690
 0.83000	   92600
 0.84000	   92499
 0.85000	   92413
 0.86000	   92326
 0.87000	   92246
 0.88000	   92148
 0.89000	   92038
 0.90000	   91934
 0.91000	   91833
 0.92000	   91732
 0.93000	   91636
 0.94000	   91552
 0.95000	   91466
 0.96000	   91374
 0.97000	   91270
 0.98000	   91176
 0.99000	   91075
 1.00000	   90973
 1.01000	   90873
 1.02000	   90779
 1.03000	   90690
 1.04000	   90591
 1.05000	   90487
 1.06000	   90375
 1.07000	   90261
 1.08000	   90174
 1.09000	   90097
 1.10000	   90023
