 0.10000	   10000
 0.10010	    8030
 0.10020	    7529
 0.10030	    7282
 0.10040	    7095
 0.10050	    6954
 0.10060	    6848
 0.10070	    6760
 0.10080	    6701
 0.10090	    6646
 0.10100	    6593
 0.10110	    6551
 0.10120	    6515
 0.10130	    6484
 0.10140	    6458
 0.10150	    6433
 0.10160	    6405
 0.10170	    6383
 0.10180	    6360
 0.10190	    6346
 0.10200	    6330
 0.10210	    6316
 0.10220	    6306
 0.10230	    6293
 0.10240	    6284
 0.10250	    6273
 0.10260	    6262
 0.10270	    6257
 0.10280	    6246
 0.10290	    6227
 0.10300	    6220
 0.10310	    6209
 0.10320	    6199
 0.10330	    6190
 0.10340	    6181
 0.10350	    6175
 0.10360	    6167
 0.10370	    6165
 0.10380	    6161
 0.10390	    6151
 0.10400	    6146
 0.10410	    6138
 0.10420	    6136
 0.10430	    6133
 0.10440	    6129
 0.10450	    6120
 0.10460	    6117
 0.10470	    6112
 0.10480	    6110
 0.10490	    6106
 0.10500	    6104
 0.10510	    6102
 0.10520	    6100
 0.10530	    6099
 0.10540	    6095
 0.10550	    6091
 0.10560	    6088
 0.10570	    6087
 0.10580	    6082
 0.10590	    6079
 0.10600	    6079
 0.10610	    6076
 0.10620	    6074
 0.10630	    6071
 0.10640	    6067
 0.10650	    6067
 0.10660	    6061
 0.10670	    6058
 0.10680	    6058
 0.10690	    6056
 0.10700	    6053
 0.10710	    6050
 0.10720	    6048
 0.10730	    6046
 0.10740	    6044
 0.10750	    6041
 0.10760	    6039
 0.10770	    6037
 0.10780	    6032
 0.10790	    6030
 0.10800	    6024
 0.10810	    6023
 0.10820	    6021
 0.10830	    6021
 0.10840	    6019
 0.10850	    6017
 0.10860	    6016
 0.10870	    6012
 0.10880	    6010
 0.10890	    6008
 0.10900	    6006
 0.10910	    6000
 0.10920	    5999
 0.10930	    5997
 0.10940	    5995
 0.10950	    5995
 0.10960	    5993
 0.10970	    5989
 0.10980	    5986
 0.10990	    5986
 0.11000	    5983
 0.11010	    5983
 0.11020	    5980
 0.11030	    5980
 0.11040	    5979
 0.11050	    5978
 0.11060	    5976
 0.11070	    5976
 0.11080	    5976
 0.11090	    5975
 0.11100	    5975
 0.11110	    5975
 0.11120	    5975
 0.11130	    5975
 0.11140	    5974
 0.11150	    5973
 0.11160	    5972
 0.11170	    5972
 0.11180	    5971
 0.11190	    5970
 0.11200	    5968
 0.11210	    5968
 0.11220	    5968
 0.11230	    5968
 0.11240	    5967
 0.11250	    5966
 0.11260	    5964
 0.11270	    5963
 0.11280	    5961
 0.11290	    5960
 0.11300	    5960
 0.11310	    5960
 0.11320	    5960
 0.11330	    5960
 0.11340	    5959
 0.11350	    5957
 0.11360	    5955
 0.11370	    5954
 0.11380	    5954
 0.11390	    5954
 0.11400	    5953
 0.11410	    5952
