12.30000	  100000
12.31000	   99884
12.32000	   99814
12.33000	   99743
12.34000	   99672
12.35000	   99598
12.36000	   99534
12.37000	   99464
12.38000	   99398
12.39000	   99332
12.40000	   99265
12.41000	   99201
12.42000	   99131
12.43000	   99070
12.44000	   99006
12.45000	   98937
12.46000	   98867
12.47000	   98799
12.48000	   98736
12.49000	   98668
12.50000	   98603
12.51000	   98545
12.52000	   98482
12.53000	   98417
12.54000	   98351
12.55000	   98271
12.56000	   98221
12.57000	   98166
12.58000	   98088
12.59000	   98033
12.60000	   97955
12.61000	   97876
12.62000	   97812
12.63000	   97756
12.64000	   97701
12.65000	   97643
12.66000	   97587
12.67000	   97522
12.68000	   97445
12.69000	   97389
12.70000	   97321
12.71000	   97254
12.72000	   97186
12.73000	   97119
12.74000	   97048
12.75000	   96985
12.76000	   96914
12.77000	   96841
12.78000	   96760
12.79000	   96701
12.80000	   96639
12.81000	   96558
12.82000	   96487
12.83000	   96414
12.84000	   96351
12.85000	   96282
12.86000	   96223
12.87000	   96168
12.88000	   96104
12.89000	   96034
12.90000	   95983
12.91000	   95913
12.92000	   95859
12.93000	   95796
12.94000	   95733
12.95000	   95663
12.96000	   95599
12.97000	   95539
12.98000	   95488
12.99000	   95424
13.00000	   95351
13.01000	   95293
13.02000	   95223
13.03000	   95160
13.04000	   95099
13.05000	   95022
13.06000	   94953
13.07000	   94897
13.08000	   94851
13.09000	   94793
13.10000	   94724
13.11000	   94657
13.12000	   94588
13.13000	   94521
13.14000	   94467
13.15000	   94399
13.16000	   94328
13.17000	   94274
13.18000	   94219
13.19000	   94173
13.20000	   94110
13.21000	   94053
13.22000	   93981
13.23000	   93924
13.24000	   93878
13.25000	   93825
13.26000	   93752
13.27000	   93694
13.28000	   93633
13.29000	   93565
13.30000	   93501
