 1.10000	  100000
 1.11000	   99916
 1.12000	   99838
 1.13000	   99744
 1.14000	   99663
 1.15000	   99593
 1.16000	   99507
 1.17000	   99422
 1.18000	   99349
 1.19000	   99270
 1.20000	   99185
 1.21000	   99105
 1.22000	   99024
 1.23000	   98944
 1.24000	   98880
 1.25000	   98796
 1.26000	   98717
 1.27000	   98624
 1.28000	   98552
 1.29000	   98479
 1.30000	   98399
 1.31000	   98312
 1.32000	   98224
 1.33000	   98141
 1.34000	   98065
 1.35000	   97982
 1.36000	   97905
 1.37000	   97820
 1.38000	   97750
 1.39000	   97673
 1.40000	   97590
 1.41000	   97495
 1.42000	   97427
 1.43000	   97333
 1.44000	   97250
 1.45000	   97176
 1.46000	   97081
 1.47000	   96995
 1.48000	   96899
 1.49000	   96823
 1.50000	   96731
 1.51000	   96617
 1.52000	   96529
 1.53000	   96457
 1.54000	   96364
 1.55000	   96296
 1.56000	   96211
 1.57000	   96121
 1.58000	   96038
 1.59000	   95952
 1.60000	   95868
 1.61000	   95804
 1.62000	   95730
 1.63000	   95641
 1.64000	   95565
 1.65000	   95461
 1.66000	   95389
 1.67000	   95314
 1.68000	   95238
 1.69000	   95142
 1.70000	   95072
 1.71000	   95008
 1.72000	   94937
 1.73000	   94863
 1.74000	   94779
 1.75000	   94697
 1.76000	   94611
 1.77000	   94540
 1.78000	   94475
 1.79000	   94395
 1.80000	   94307
 1.81000	   94225
 1.82000	   94146
 1.83000	   94071
 1.84000	   94003
 1.85000	   93912
 1.86000	   93833
 1.87000	   93750
 1.88000	   93687
 1.89000	   93601
 1.90000	   93520
 1.91000	   93442
 1.92000	   93383
 1.93000	   93318
 1.94000	   93227
 1.95000	   93137
 1.96000	   93057
 1.97000	   92974
 1.98000	   92891
 1.99000	   92813
 2.00000	   92732
 2.01000	   92652
 2.02000	   92575
 2.03000	   92499
 2.04000	   92414
 2.05000	   92326
 2.06000	   92254
 2.07000	   92175
 2.08000	   92094
 2.09000	   92018
 2.10000	   91945
