 0.10000	 84.86586761	 88.49519348	115.52015686	 86.16907501	 88.46436310	116.26203156	           0	           2
 0.10000	 86.88614655	 88.59170532	116.79006958	 87.90443420	 89.05319214	117.78963470	          -1	           3
 0.10000	 88.50286865	 89.43810272	118.33927917	 89.44547272	 90.24996185	119.17629242	          -2	           4
 0.10000	 90.00634003	 90.87123108	119.50325775	 90.85066986	 92.09799957	119.67509460	          -3	           5
 0.10000	 91.42974854	 92.72755432	119.94875336	 92.47354126	 93.54583740	120.64706421	          -4	           6
 0.10000	 93.02898407	 94.16071320	120.99216461	 93.81140137	 95.35166168	121.45651245	          -5	           7
 0.10000	 94.33630371	 96.01908875	121.74650574	 95.26656342	 97.06787109	122.27607727	          -6	           8
 0.10000	 95.93056488	 97.66306305	122.37499237	 97.13883972	 98.52278900	122.15943909	          -7	           9
 0.10000	 97.86704254	 99.03543091	122.05340576	 99.08940887	 99.88449097	121.87941742	          -8	          10
 0.10000	 99.83403778	100.37500763	121.78119659	101.07004547	101.21121216	121.64372253	          -9	          11
 0.10000	101.90116119	101.48484802	121.44461060	103.31005859	101.56267548	120.93934631	         -10	          12
 0.10000	104.14959717	101.37411499	120.68451691	105.42462158	100.65467834	120.36415100	         -11	          13
 0.10000	106.19609833	100.24347687	120.16371155	107.47787476	 99.55530548	119.80516815	         -12	          14
 0.10000	108.23587799	 99.08232117	119.73143768	109.44187927	 98.20102692	119.84828186	         -13	          15
 0.10000	110.20709229	 97.74058533	119.92707062	111.54533386	 97.09522247	120.12044525	         -14	          16
 0.10000	112.29141235	 96.60915375	120.22481537	113.41960907	 95.63357544	120.36830139	         -15	          17
 0.10000	114.12371063	 95.11314392	120.56374359	115.31079865	 94.38511658	121.11763763	         -16	          18
 0.10000	116.00535583	 93.82895660	121.23621368	117.09961700	 92.81458282	121.09342194	         -17	          19
 0.10000	117.54785919	 92.05422211	120.92760468	117.87506866	 90.65534210	120.49955750	         -18	          20
 0.10000	117.99303436	 89.79742432	120.26149750	117.95382690	 88.33148193	119.95010376	         -19	          21
 0.10000	118.13111115	 87.55642700	119.53196716	118.72415161	 86.62451935	118.51834106	         -20	          22
 0.10000	118.92602539	 85.89073944	118.04122162	119.04729462	 84.49194336	117.51620483	         -21	          23
 0.10000	119.00005341	 83.76013184	116.99812317	118.71261597	 82.78393555	115.89775848	         -22	          24
 0.10000	118.48554230	 82.19426727	115.26057434	117.97304535	 81.22982788	114.23447418	         -23	          25
 0.10000	117.79929352	 80.76334381	113.48818970	117.71398163	 80.20618439	112.09980011	         -24	          26
 0.10000	117.73918152	 79.88253021	111.26388550	117.91460419	 79.38968658	109.85987854	         -25	          27
 0.10000	118.01369476	 79.09248352	109.01979065	118.17641449	 78.59515381	107.61575317	         -26	          28
 0.10000	118.27571106	 78.29891968	106.77500153	118.48597717	 77.80654907	105.37532806	         -27	          29
 0.10000	118.31990051	 77.58521271	104.52170563	117.59362793	 77.38923645	103.22554779	         -28	          30
 0.10000	117.14027405	 77.22010040	102.47016907	116.32078552	 76.88932037	101.25998688	         -29	          31
 0.10000	115.84697723	 76.65893555	100.53421783	115.07460022	 76.24007416	 99.32046509	         -30	          32
 0.10000	114.60745239	 75.99933624	 98.59355164	113.80932617	 75.63059998	 97.37997437	         -31	          33
 0.10000	113.37805176	 75.26416779	 96.68372345	112.77881622	 74.40405273	 95.61275482	         -32	          34
 0.10000	112.23802948	 74.02907562	 95.00275421	111.08473206	 73.64456177	 94.12643433	         -33	          35
 0.10000	110.45620728	 73.42261505	 93.52590942	109.50604248	 73.08109283	 92.41854095	         -34	          36
 0.10000	108.92867279	 72.91026306	 91.75373840	107.95552063	 72.70681000	 90.63243103	         -35	          37
 0.10000	107.38079071	 72.49877930	 89.97547913	106.48057556	 71.96785736	 88.90126801	         -36	          38
 0.10000	105.82360077	 71.93776703	 88.29045868	104.66336823	 72.37087250	 87.44636536	         -37	          39
 0.10000	103.96183777	 72.55067444	 86.91657257	102.77486420	 72.75937653	 86.02591705	         -38	          40
 0.10000	102.04553986	 72.92749786	 85.53144836	100.79682922	 73.26496887	 84.77485657	         -39	          41
 0.10000	100.06449890	 73.48797607	 84.30697632	 98.85552216	 73.92061615	 83.53415680	         -40	          42
 0.10000	 98.24887848	 74.06721497	 82.88913727	 97.52820587	 74.13816833	 81.57694244	         -41	          43
 0.10000	 96.99403381	 73.98880768	 80.87145996	 96.03132629	 73.42552185	 79.87049103	         -42	          44
 0.10000	 95.36283112	 73.09233093	 79.37359619	 94.12306213	 72.53434753	 78.74359131	         -43	          45
 0.10000	 93.40515900	 72.13678741	 78.38191223	 92.24253845	 71.37667847	 77.81987000	         -44	          46
 0.10000	 91.56508636	 70.87672424	 77.51077271	 90.47490692	 69.94718170	 77.07154083	         -45	          47
 0.10000	 89.85314941	 69.45389557	 76.65349579	 88.90977478	 68.75397491	 75.72309875	         -46	          48
 0.10000	 88.33631134	 68.33473206	 75.17572784	 87.36449432	 67.63259888	 74.27681732	         -47	          49
 0.10000	 86.89119720	 67.26499176	 73.60946655	 86.33158112	 66.75819397	 72.31515503	         -48	          50
 0.10000	 85.92784119	 66.48318481	 71.56296539	 85.14793396	 66.08559418	 70.34676361	         -49	          51
 0.10000	 84.73210907	 65.89206696	 69.57592773	 84.11787415	 65.60812378	 68.23888397	         -50	          52
 0.10000	 83.82293701	 65.61377716	 67.39170074	 83.50468445	 65.92716217	 65.96117401	         -51	          53
 0.10000	 83.27776337	 66.10623932	 65.11161041	 82.90047455	 66.40767670	 63.69273376	         -52	          54
 0.10000	 82.44368744	 66.65181732	 62.95928574	 81.32043457	 67.07604980	 62.06190491	         -53	          55
 0.10000	 80.83316040	 67.56272125	 61.48554230	 80.35304260	 68.67137909	 60.59820938	         -54	          56
 0.10000	 80.16855621	 69.38432312	 60.08442307	 80.14129639	 70.64994049	 59.28173065	         -55	          57
 0.10000	 79.88498688	 71.41297150	 58.88419342	 79.17031860	 72.64921570	 58.42865372	         -56	          58
 0.10000	 78.54243469	 73.21114349	 58.11901093	 77.23441315	 73.74910736	 57.62328339	         -57	          59
 0.10000	 76.47224426	 74.11231995	 57.31991577	 75.20162964	 74.71825409	 56.80628586	         -58	          60
 0.10000	 74.46031952	 75.12598419	 56.50825882	 73.28810120	 75.91463470	 56.00865555	         -59	          61
 0.10000	 72.45535278	 76.18919373	 55.81849670	 70.96166229	 76.27881622	 55.73634338	         -60	          62
 0.10000	 70.08981323	 76.37602234	 55.54806137	 68.68732452	 76.50792694	 55.03663635	         -61	          63
 0.10000	 67.91382599	 76.85784912	 54.74633789	 66.85245514	 77.82502747	 54.31767654	         -62	          64
 0.10000	 66.26620483	 78.43761444	 54.02574158	 65.42082977	 79.55054474	 53.48582840	         -63	          65
 0.10000	 64.84563446	 80.18115997	 53.21171951	 63.78683090	 81.17088318	 52.83212280	         -64	          66
 0.10000	 63.16596603	 81.77845764	 52.61048508	 62.17911530	 82.84284973	 52.23828888	         -65	          67
 0.10000	 61.43662262	 83.33975983	 52.15761185	 60.04140854	 83.87299347	 52.27973938	         -66	          68
 0.10000	 59.21226501	 84.21269989	 52.32758713	 57.83071136	 84.79335022	 52.35369492	         -67	          69
 0.10000	 57.01430893	 85.09751129	 52.57096481	 55.74491882	 85.45272827	 53.28495026	         -68	          70
 0.10000	 55.01914978	 85.90388489	 53.56218719	 53.99718094	 86.99284363	 53.69551468	         -69	          71
 0.10000	 53.39524460	 87.54499817	 54.07033539	 52.60445786	 88.27332306	 55.11544037	         -70	          72
 0.10000	 51.89175797	 88.55525208	 55.58451080	 50.49588013	 88.69174957	 56.11415863	         -71	          73
 0.10000	 49.60371017	 88.71732330	 56.21564484	 48.12950897	 88.65642548	 55.95080185	         -72	          74
 0.10000	 47.26250458	 88.42570496	 55.91703796	 45.92327118	 87.75754547	 55.99733353	         -73	          75
 0.10000	 45.18667603	 87.25418854	 56.09341431	 44.13756943	 86.22064209	 56.37074280	         -74	          76
 0.10000	 43.39838409	 85.71485901	 56.41873550	 42.03992844	 85.08989716	 56.32236481	         -75	          77
 0.10000	 41.30351639	 84.58335114	 56.24934769	 40.21318054	 83.56865692	 56.08627701	         -76	          78
 0.10000	 39.56788635	 82.95239258	 55.99695206	 38.53819656	 81.86798859	 55.90098572	         -77	          79
 0.10000	 37.84862518	 81.35043335	 55.65325928	 36.66250992	 80.76358795	 54.95006561	         -78	          80
 0.10000	 35.94834518	 80.39836884	 54.54797363	 34.73046494	 79.84679413	 53.87072372	         -79	          81
 0.10000	 34.11883926	 79.30557251	 53.49816513	 33.31525421	 78.14966583	 52.98351669	         -80	          82
 0.10000	 33.10166931	 77.34117889	 52.65630722	 33.27070999	 75.93131256	 52.17617798	         -81	          83
 0.10000	 33.27219391	 75.11999512	 51.79211426	 33.15852356	 73.82785034	 51.04130936	         -82	          84
 0.10000	 33.21824646	 73.14502716	 50.46209717	 33.50980377	 72.21609497	 49.32284164	         -83	          85
 0.10000	 33.63968277	 71.61802673	 48.66705322	 33.80039597	 70.57880402	 47.59956741	         -84	          86
 0.10000	 33.88797760	 69.95011902	 46.96612167	 34.01961517	 68.89369202	 45.91170502	         -85	          87
 0.10000	 34.08797073	 68.18308258	 45.36880112	 34.18673706	 66.88454437	 44.62752914	         -86	          88
 0.10000	 34.19013214	 66.09137726	 44.20894241	 34.10640717	 64.73732758	 43.57281113	         -87	          89
 0.10000	 34.01321411	 63.90965271	 43.24051666	 33.75624466	 62.50634384	 42.78226852	         -88	          90
 0.10000	 33.74478149	 61.65555573	 42.49834061	 33.96079254	 60.24845886	 42.03039169	         -89	          91
 0.10000	 34.09586334	 59.42497635	 41.70088959	 34.38783646	 58.09447861	 41.07595062	         -90	          92
 0.10000	 34.34155273	 57.30608368	 40.64949036	 33.87007904	 56.10490417	 39.88707733	         -91	          93
 0.10000	 33.72694778	 55.34710693	 39.42773438	 33.74082947	 54.04703522	 38.68188858	         -92	          94
 0.10000	 33.50127029	 53.34415436	 38.17723465	 32.75288391	 52.38139343	 37.30560684	         -93	          95
 0.10000	 32.23586273	 51.85095215	 36.79813766	 31.21569252	 51.06140518	 36.03459930	         -94	          96
 0.10000	 30.70393944	 50.73708725	 35.37150192	 30.07351112	 50.50976944	 34.03050232	         -95	          97
 0.10000	 29.70235062	 50.34502411	 33.22917175	 29.18357849	 50.04332733	 31.85519791	         -96	          98
 0.10000	 28.60616302	 49.96178436	 31.17115402	 27.34203148	 49.96697998	 30.36456490	         -97	          99
 0.10000	 26.53581810	 50.17933273	 30.02749062	 25.20724106	 50.83195496	 29.78641891	         -98	         100
 0.10000	 24.46012306	 51.25971985	 29.52535439	 23.31096458	 52.03596115	 28.95385933	         -99	           0
