 0.10000	  100000
 0.11000	   99984
 0.12000	   99965
 0.13000	   99957
 0.14000	   99941
 0.15000	   99930
 0.16000	   99917
 0.17000	   99908
 0.18000	   99897
 0.19000	   99886
 0.20000	   99867
 0.21000	   99856
 0.22000	   99840
 0.23000	   99828
 0.24000	   99811
 0.25000	   99800
 0.26000	   99791
 0.27000	   99779
 0.28000	   99768
 0.29000	   99753
 0.30000	   99745
 0.31000	   99735
 0.32000	   99723
 0.33000	   99713
 0.34000	   99702
 0.35000	   99691
 0.36000	   99681
 0.37000	   99667
 0.38000	   99650
 0.39000	   99637
 0.40000	   99627
 0.41000	   99621
 0.42000	   99611
 0.43000	   99598
 0.44000	   99586
 0.45000	   99574
 0.46000	   99564
 0.47000	   99555
 0.48000	   99545
 0.49000	   99535
 0.50000	   99521
 0.51000	   99511
 0.52000	   99505
 0.53000	   99495
 0.54000	   99485
 0.55000	   99470
 0.56000	   99459
 0.57000	   99450
 0.58000	   99438
 0.59000	   99422
 0.60000	   99417
 0.61000	   99409
 0.62000	   99402
 0.63000	   99392
 0.64000	   99375
 0.65000	   99359
 0.66000	   99351
 0.67000	   99341
 0.68000	   99336
 0.69000	   99327
 0.70000	   99318
 0.71000	   99308
 0.72000	   99295
 0.73000	   99280
 0.74000	   99268
 0.75000	   99256
 0.76000	   99244
 0.77000	   99232
 0.78000	   99219
 0.79000	   99208
 0.80000	   99199
 0.81000	   99191
 0.82000	   99180
 0.83000	   99172
 0.84000	   99161
 0.85000	   99152
 0.86000	   99138
 0.87000	   99124
 0.88000	   99109
 0.89000	   99095
 0.90000	   99083
 0.91000	   99076
 0.92000	   99063
 0.93000	   99050
 0.94000	   99038
 0.95000	   99020
 0.96000	   99009
 0.97000	   99004
 0.98000	   98994
 0.99000	   98986
 1.00000	   98972
 1.01000	   98962
 1.02000	   98957
 1.03000	   98947
 1.04000	   98936
 1.05000	   98929
 1.06000	   98922
 1.07000	   98908
 1.08000	   98900
 1.09000	   98895
 1.10000	   98883
