 0.10000	  100000
 0.11000	   99790
 0.12000	   99653
 0.13000	   99526
 0.14000	   99415
 0.15000	   99314
 0.16000	   99240
 0.17000	   99166
 0.18000	   99095
 0.19000	   99017
 0.20000	   98931
 0.21000	   98857
 0.22000	   98783
 0.23000	   98710
 0.24000	   98645
 0.25000	   98590
 0.26000	   98530
 0.27000	   98456
 0.28000	   98380
 0.29000	   98325
 0.30000	   98253
 0.31000	   98190
 0.32000	   98117
 0.33000	   98061
 0.34000	   97992
 0.35000	   97939
 0.36000	   97891
 0.37000	   97836
 0.38000	   97790
 0.39000	   97728
 0.40000	   97661
 0.41000	   97597
 0.42000	   97552
 0.43000	   97496
 0.44000	   97446
 0.45000	   97402
 0.46000	   97357
 0.47000	   97300
 0.48000	   97250
 0.49000	   97207
 0.50000	   97148
 0.51000	   97085
 0.52000	   97044
 0.53000	   96992
 0.54000	   96948
 0.55000	   96900
 0.56000	   96847
 0.57000	   96793
 0.58000	   96738
 0.59000	   96682
 0.60000	   96624
 0.61000	   96581
 0.62000	   96529
 0.63000	   96479
 0.64000	   96441
 0.65000	   96396
 0.66000	   96344
 0.67000	   96300
 0.68000	   96246
 0.69000	   96204
 0.70000	   96146
 0.71000	   96108
 0.72000	   96060
 0.73000	   96006
 0.74000	   95966
 0.75000	   95899
 0.76000	   95847
 0.77000	   95794
 0.78000	   95756
 0.79000	   95705
 0.80000	   95657
 0.81000	   95615
 0.82000	   95563
 0.83000	   95512
 0.84000	   95478
 0.85000	   95414
 0.86000	   95349
 0.87000	   95293
 0.88000	   95236
 0.89000	   95175
 0.90000	   95121
 0.91000	   95086
 0.92000	   95031
 0.93000	   94985
 0.94000	   94937
 0.95000	   94891
 0.96000	   94839
 0.97000	   94786
 0.98000	   94742
 0.99000	   94699
 1.00000	   94649
 1.01000	   94600
 1.02000	   94531
 1.03000	   94479
 1.04000	   94417
 1.05000	   94367
 1.06000	   94323
 1.07000	   94271
 1.08000	   94218
 1.09000	   94161
 1.10000	   94110
